,formulas,rmse,pearson_coeff,pval
3422,(IP_A**2 + IP_B**3)/(exp(IP_A)),0.2211047091775647,-0.30322179842100805,0.005620232627377732
3423,(IP_A**2 + IP_B**3)/(exp(IP_B)),0.2046153793438424,0.15219340904597306,0.17225976136582766
3424,(IP_A**2 + IP_B**3)/(exp(Z_A)),0.2151432158165501,0.003192709097134061,0.9772893417272253
3425,(IP_A**2 + IP_B**3)/(exp(Z_B)),0.18198971829727,-0.4367631587197405,4.0895893564395065e-05
3426,(IP_A**2 + IP_B**3)/(exp(rp_A)),0.1964289628283011,-0.3092299140414416,0.004700903429906851
3427,(IP_A**2 + IP_B**3)/(exp(rp_B)),0.2036582076044973,0.1798838504855386,0.10584990223268932
3428,(IP_A**2 + IP_B**3)/(exp(rs_A)),0.2100760953190153,-0.0979854810416061,0.3811471349708959
3429,(IP_A**2 + IP_B**3)/(exp(rs_B)),0.2026430627477128,0.19417103815281175,0.08046783192008165
3430,(IP_A**2 + IP_B**3)/(sqrt(fabs(EA_A))),0.2115305227839664,0.12917583306703379,0.247422451787795
3431,(IP_A**2 + IP_B**3)/(sqrt(fabs(EA_B))),0.2079006142200619,0.11442165089533135,0.30602804695488256
3432,(IP_A**2 + IP_B**3)/(sqrt(fabs(IP_A))),0.1970612102055093,0.2598704571198761,0.018385443799042073
3433,(IP_A**2 + IP_B**3)/(sqrt(fabs(IP_B))),0.2001711127060556,0.226761856210418,0.040495196005568106
3434,(IP_A**2 + IP_B**3)/(sqrt(fabs(Z_A))),0.2106540692786736,0.038554498250381014,0.7309260197712023
3435,(IP_A**2 + IP_B**3)/(sqrt(fabs(Z_B))),0.2068623553383183,0.12990519263519826,0.24474060189150051
3436,(IP_A**2 + IP_B**3)/(sqrt(fabs(rp_A))),0.2096954519931751,0.07978594493364821,0.47613174421155935
3437,(IP_A**2 + IP_B**3)/(sqrt(fabs(rp_B))),0.2029903653743474,0.18904258323407774,0.0889529291726925
3438,(IP_A**2 + IP_B**3)/(sqrt(fabs(rs_A))),0.2080983026861801,0.11319047792585019,0.31129600989760414
3439,(IP_A**2 + IP_B**3)/(sqrt(fabs(rs_B))),0.2022516127528959,0.19922138346125023,0.0727550401754775
3440,(IP_A**2 + exp(EA_B))/((EA_A**2)),0.1690007934384408,0.47030838293977695,8.258575691886084e-06
3441,(IP_A**2 + exp(EA_B))/((EA_A**3)),0.1630925844973533,-0.4972387198844642,2.012391346927218e-06
3442,(IP_A**2 + exp(EA_B))/((EA_B**2)),0.1241156106996412,0.6879040751516381,9.359045727026794e-13
3443,(IP_A**2 + exp(EA_B))/((EA_B**3)),0.1402383715449053,-0.6461615642054955,5.529553734585885e-11
3444,(IP_A**2 + exp(EA_B))/((IP_A**2)),0.1926041342992981,0.2891383211462063,0.008423852275631371
3445,(IP_A**2 + exp(EA_B))/((IP_A**3)),0.1701549564093529,0.45426626256423874,1.8124825462874247e-05
3446,(IP_A**2 + exp(EA_B))/((IP_B**2)),0.1665921470566164,0.49234298905309426,2.6247663307947328e-06
3447,(IP_A**2 + exp(EA_B))/((IP_B**3)),0.1808055127777873,-0.4076976740928102,0.00014367204992428938
3448,(IP_A**2 + exp(EA_B))/((Z_A**2)),0.173961689557715,0.4664687256081013,1.0004157259465693e-05
3449,(IP_A**2 + exp(EA_B))/((Z_A**3)),0.1881626727012113,0.35098477395734196,0.0012248894295805726
3450,(IP_A**2 + exp(EA_B))/((Z_B**2)),0.14638916108389,0.6260961301548262,3.1679389119296563e-10
3451,(IP_A**2 + exp(EA_B))/((Z_B**3)),0.1359100142829426,0.6547498504801478,2.5165924639898832e-11
3452,(IP_A**2 + exp(EA_B))/((rp_A**2)),0.04820008327184299,0.9070929433026335,8.4542539636689e-32
3453,(IP_A**2 + exp(EA_B))/((rp_A**3)),0.1311079448075317,0.8669426068740285,6.548065581607438e-26
3454,(IP_A**2 + exp(EA_B))/((rp_B**2)),0.2083150072665171,0.19709806024144472,0.07592211813989556
3455,(IP_A**2 + exp(EA_B))/((rp_B**3)),0.2110138987232353,0.08257114739903902,0.4608211325912446
3456,(IP_A**2 + exp(EA_B))/((rs_A**2)),0.04804396331246728,0.8812783834748236,9.15649268082921e-28
3457,(IP_A**2 + exp(EA_B))/((rs_A**3)),0.05392757270510942,0.9012788744352149,8.534931783736187e-31
3458,(IP_A**2 + exp(EA_B))/((rs_B**2)),0.2042741170607752,0.25059267832689264,0.023162817956859413
3459,(IP_A**2 + exp(EA_B))/((rs_B**3)),0.2099698409216587,0.12726849623863717,0.254530891685707
3460,(IP_A**2 + exp(EA_B))/(exp(EA_A)),0.2057791626893813,0.24652191192177056,0.02557146706048578
3461,(IP_A**2 + exp(EA_B))/(exp(EA_B)),0.2063310166663692,-0.16130294134310538,0.14769106402307755
3462,(IP_A**2 + exp(EA_B))/(exp(IP_A)),0.1716571704667614,0.5767669191867257,1.4186193232509446e-08
3463,(IP_A**2 + exp(EA_B))/(exp(IP_B)),0.2072199621944868,-0.12369974300789222,0.2682026439988459
3464,(IP_A**2 + exp(EA_B))/(exp(Z_A)),0.1984260152993468,0.24290332031482792,0.027887872367240673
3465,(IP_A**2 + exp(EA_B))/(exp(Z_B)),0.1170847033136577,0.6986870689352659,2.914815489405502e-13
3466,(IP_A**2 + exp(EA_B))/(exp(rp_A)),0.05577487300038864,0.8718307158415101,1.6179703481611833e-26
3467,(IP_A**2 + exp(EA_B))/(exp(rp_B)),0.1770162064097953,0.4687714954099159,8.919858071098632e-06
3468,(IP_A**2 + exp(EA_B))/(exp(rs_A)),0.09952768397894862,0.7591340772058757,1.4056554892062815e-16
3469,(IP_A**2 + exp(EA_B))/(exp(rs_B)),0.1724422672690957,0.4799497049373994,5.050376833296858e-06
3470,(IP_A**2 + exp(EA_B))/(sqrt(fabs(EA_A))),0.1305337469802543,0.6357694975689334,1.3873414571725987e-10
3471,(IP_A**2 + exp(EA_B))/(sqrt(fabs(EA_B))),0.1111519056928113,0.7234985392851591,1.6189604237912674e-14
3472,(IP_A**2 + exp(EA_B))/(sqrt(fabs(IP_A))),0.1633690003876979,0.5088114309940082,1.0562378771569391e-06
3473,(IP_A**2 + exp(EA_B))/(sqrt(fabs(IP_B))),0.156354454103722,0.5488484081875995,9.360640825978623e-08
3474,(IP_A**2 + exp(EA_B))/(sqrt(fabs(Z_A))),0.1339275140941033,0.663637536632099,1.0845849252748317e-11
3475,(IP_A**2 + exp(EA_B))/(sqrt(fabs(Z_B))),0.1468280753208906,0.6154803638302093,7.591611001473942e-10
3476,(IP_A**2 + exp(EA_B))/(sqrt(fabs(rp_A))),0.1106403794476857,0.7270892067732314,1.0381646176036955e-14
3477,(IP_A**2 + exp(EA_B))/(sqrt(fabs(rp_B))),0.1730413667568181,0.48000355945215095,5.0363104921171895e-06
3478,(IP_A**2 + exp(EA_B))/(sqrt(fabs(rs_A))),0.1301140573292185,0.6611202247886662,1.3805363211293509e-11
3479,(IP_A**2 + exp(EA_B))/(sqrt(fabs(rs_B))),0.1704383756024521,0.4856916144062472,3.741236152085428e-06
3480,(IP_A**2 + exp(IP_B))/((EA_A**2)),0.1689931537492006,0.47035463845304726,8.239404541751184e-06
3481,(IP_A**2 + exp(IP_B))/((EA_A**3)),0.1630718256803853,-0.4973413557959453,2.0011260827852374e-06
3482,(IP_A**2 + exp(IP_B))/((EA_B**2)),0.1237236897260184,0.6888538418883232,8.462278741163022e-13
3483,(IP_A**2 + exp(IP_B))/((EA_B**3)),0.1399440709553059,-0.6469158676622808,5.1653150459976055e-11
3484,(IP_A**2 + exp(IP_B))/((IP_A**2)),0.2099195782352665,0.03742291554358507,0.7385354434074272
3485,(IP_A**2 + exp(IP_B))/((IP_A**3)),0.1698026910830263,0.45614907692266915,1.6561184972581373e-05
3486,(IP_A**2 + exp(IP_B))/((IP_B**2)),0.1666156058700286,0.4922274030611431,2.6411506478587106e-06
3487,(IP_A**2 + exp(IP_B))/((IP_B**3)),0.1807297558402153,-0.40810404574032194,0.00014128011721102946
3488,(IP_A**2 + exp(IP_B))/((Z_A**2)),0.1740507511532619,0.46582832228696924,1.0326958026421519e-05
3489,(IP_A**2 + exp(IP_B))/((Z_A**3)),0.1882088418858613,0.3505184330638922,0.0012447185533276369
3490,(IP_A**2 + exp(IP_B))/((Z_B**2)),0.1465941259364224,0.6255753798664927,3.3092599493009854e-10
3491,(IP_A**2 + exp(IP_B))/((Z_B**3)),0.1359775761467373,0.654581767226708,2.556284310137634e-11
3492,(IP_A**2 + exp(IP_B))/((rp_A**2)),0.04812740402586378,0.9069278815749591,9.0465769567049e-32
3493,(IP_A**2 + exp(IP_B))/((rp_A**3)),0.1306299316510457,0.8669723446233355,6.493701963166595e-26
3494,(IP_A**2 + exp(IP_B))/((rp_B**2)),0.2083588504234138,0.1960264758427488,0.07756184435447246
3495,(IP_A**2 + exp(IP_B))/((rp_B**3)),0.2110183141820635,0.0818929492628795,0.46452420383584836
3496,(IP_A**2 + exp(IP_B))/((rs_A**2)),0.048260396672111,0.8807693862531697,1.0754511820500428e-27
3497,(IP_A**2 + exp(IP_B))/((rs_A**3)),0.05384259972661225,0.9011548944839749,8.952164280321981e-31
3498,(IP_A**2 + exp(IP_B))/((rs_B**2)),0.2043571579519764,0.24927730455437183,0.02391904920744985
3499,(IP_A**2 + exp(IP_B))/((rs_B**3)),0.2099879850420992,0.12640093664303376,0.25780986567057673
3500,(IP_A**2 + exp(IP_B))/(exp(EA_A)),0.2058594105458064,0.24536241459663338,0.02629524379479424
3501,(IP_A**2 + exp(IP_B))/(exp(EA_B)),0.2063310179281643,-0.16130295802385125,0.1476910215788608
3502,(IP_A**2 + exp(IP_B))/(exp(IP_A)),0.1718539774504366,0.5761643537592116,1.4803517969811537e-08
3503,(IP_A**2 + exp(IP_B))/(exp(IP_B)),0.2072212951440201,-0.12368072931099049,0.26827678535817334
3504,(IP_A**2 + exp(IP_B))/(exp(Z_A)),0.1984472292476225,0.24263492171596265,0.028066537818836296
3505,(IP_A**2 + exp(IP_B))/(exp(Z_B)),0.1168184135709547,0.6991348608164059,2.773886431936543e-13
3506,(IP_A**2 + exp(IP_B))/(exp(rp_A)),0.05607438498786507,0.8711555457447523,1.9692467425266622e-26
3507,(IP_A**2 + exp(IP_B))/(exp(rp_B)),0.17734860639544,0.46684439622265794,9.819221733947335e-06
3508,(IP_A**2 + exp(IP_B))/(exp(rs_A)),0.0999413435525192,0.7579563181886371,1.6658154229500676e-16
3509,(IP_A**2 + exp(IP_B))/(exp(rs_B)),0.1728039175710042,0.477920396715658,5.608122906679054e-06
3510,(IP_A**2 + exp(IP_B))/(sqrt(fabs(EA_A))),0.1308086797403808,0.6346913967554523,1.5232448249506528e-10
3511,(IP_A**2 + exp(IP_B))/(sqrt(fabs(EA_B))),0.1113435414246445,0.7229748073502036,1.726356690119785e-14
3512,(IP_A**2 + exp(IP_B))/(sqrt(fabs(IP_A))),0.1638402411177866,0.5064227347864507,1.2088999655295275e-06
3513,(IP_A**2 + exp(IP_B))/(sqrt(fabs(IP_B))),0.1567022774375994,0.5472596822186611,1.0368431212344679e-07
3514,(IP_A**2 + exp(IP_B))/(sqrt(fabs(Z_A))),0.1342934006159578,0.6622919244509724,1.2342402448696535e-11
3515,(IP_A**2 + exp(IP_B))/(sqrt(fabs(Z_B))),0.1472685941270129,0.6139947824099694,8.557075229391181e-10
3516,(IP_A**2 + exp(IP_B))/(sqrt(fabs(rp_A))),0.1111357926704837,0.7256059518012625,1.2483820452392808e-14
3517,(IP_A**2 + exp(IP_B))/(sqrt(fabs(rp_B))),0.1733997862810417,0.4779931753996328,5.587158056569063e-06
3518,(IP_A**2 + exp(IP_B))/(sqrt(fabs(rs_A))),0.1305786533572418,0.6594846497844551,1.6128585376514576e-11
3519,(IP_A**2 + exp(IP_B))/(sqrt(fabs(rs_B))),0.1708099764438883,0.4836460964694179,4.16588225178571e-06
3520,(IP_A**2 + sqrt(fabs(EA_B)))/((EA_A**2)),0.1694108115431985,0.4683281828584219,9.119634052664885e-06
3521,(IP_A**2 + sqrt(fabs(EA_B)))/((EA_A**3)),0.1631878299026727,-0.49671688998435093,2.0705972399634085e-06
3522,(IP_A**2 + sqrt(fabs(EA_B)))/((EA_B**2)),0.1243064298254419,0.6874989148863424,9.768815931872648e-13
3523,(IP_A**2 + sqrt(fabs(EA_B)))/((EA_B**3)),0.1404637257260591,-0.6455695990350683,5.832528831241409e-11
3524,(IP_A**2 + sqrt(fabs(EA_B)))/((IP_A**2)),0.1692037727934194,-0.45655554662575726,1.6240604175725543e-05
3525,(IP_A**2 + sqrt(fabs(EA_B)))/((IP_A**3)),0.1704584777007563,0.45162614562975445,2.0550791561728536e-05
3526,(IP_A**2 + sqrt(fabs(EA_B)))/((IP_B**2)),0.16742591019192,0.487682164268046,3.3673500071876116e-06
3527,(IP_A**2 + sqrt(fabs(EA_B)))/((IP_B**3)),0.1813608694062711,-0.40362703097487274,0.0001697839124324354
3528,(IP_A**2 + sqrt(fabs(EA_B)))/((Z_A**2)),0.1750380697136892,0.45822895350635995,1.498092358629368e-05
3529,(IP_A**2 + sqrt(fabs(EA_B)))/((Z_A**3)),0.1893182578403282,0.3418641157877558,0.0016695575879993488
3530,(IP_A**2 + sqrt(fabs(EA_B)))/((Z_B**2)),0.1481590774069873,0.6207652856504298,4.933531910776815e-10
3531,(IP_A**2 + sqrt(fabs(EA_B)))/((Z_B**3)),0.1373042702652449,0.6511195417192329,3.5209248457351566e-11
3532,(IP_A**2 + sqrt(fabs(EA_B)))/((rp_A**2)),0.04712218030155037,0.9080465232329188,5.702882931187831e-32
3533,(IP_A**2 + sqrt(fabs(EA_B)))/((rp_A**3)),0.1267930544890004,0.8684263150423246,4.309187834220789e-26
3534,(IP_A**2 + sqrt(fabs(EA_B)))/((rp_B**2)),0.2087538422852115,0.18628195762646443,0.09380479767640745
3535,(IP_A**2 + sqrt(fabs(EA_B)))/((rp_B**3)),0.2110975165740685,0.07432363882227558,0.5069363579723251
3536,(IP_A**2 + sqrt(fabs(EA_B)))/((rs_A**2)),0.04803100755262737,0.8815655746109582,8.359301374857068e-28
3537,(IP_A**2 + sqrt(fabs(EA_B)))/((rs_A**3)),0.05256192103526054,0.9025770260956842,5.158243715503334e-31
3538,(IP_A**2 + sqrt(fabs(EA_B)))/((rs_B**2)),0.2050751389998263,0.23820746773893092,0.031156321997432856
3539,(IP_A**2 + sqrt(fabs(EA_B)))/((rs_B**3)),0.2102136342663423,0.11710150967250352,0.2947630590364093
3540,(IP_A**2 + sqrt(fabs(EA_B)))/(exp(EA_A)),0.2063258978358855,0.2368968796747551,0.032124099465556034
3541,(IP_A**2 + sqrt(fabs(EA_B)))/(exp(EA_B)),0.2056829951756074,-0.17277292049830523,0.12061324331104965
3542,(IP_A**2 + sqrt(fabs(EA_B)))/(exp(IP_A)),0.1722729247524004,0.5747188090558532,1.63904985052609e-08
3543,(IP_A**2 + sqrt(fabs(EA_B)))/(exp(IP_B)),0.2070353172974599,-0.1260137450466458,0.2592825069602732
3544,(IP_A**2 + sqrt(fabs(EA_B)))/(exp(Z_A)),0.1992930997123117,0.23504921844039317,0.03353130497785897
3545,(IP_A**2 + sqrt(fabs(EA_B)))/(exp(Z_B)),0.1174310603306119,0.6981342951847525,3.098310164639306e-13
3546,(IP_A**2 + sqrt(fabs(EA_B)))/(exp(rp_A)),0.05606390174144985,0.8714842860723326,1.7898363095846654e-26
3547,(IP_A**2 + sqrt(fabs(EA_B)))/(exp(rp_B)),0.1789192205153496,0.4581476047231461,1.5039984092306376e-05
3548,(IP_A**2 + sqrt(fabs(EA_B)))/(exp(rs_A)),0.1000949888745699,0.7574683062862058,1.786742868494415e-16
3549,(IP_A**2 + sqrt(fabs(EA_B)))/(exp(rs_B)),0.1742536214734437,0.4701877021944728,8.308790344873026e-06
3550,(IP_A**2 + sqrt(fabs(EA_B)))/(sqrt(fabs(EA_A))),0.13238072113816,0.6285224320847138,2.58225553222933e-10
3551,(IP_A**2 + sqrt(fabs(EA_B)))/(sqrt(fabs(EA_B))),0.1113432314281572,0.7229757701003746,1.726153104850152e-14
3552,(IP_A**2 + sqrt(fabs(EA_B)))/(sqrt(fabs(IP_A))),0.1651508619685403,0.5001287646177932,1.7169569553413228e-06
3553,(IP_A**2 + sqrt(fabs(EA_B)))/(sqrt(fabs(IP_B))),0.1575178226230339,0.5435081240348933,1.3172490492605828e-07
3554,(IP_A**2 + sqrt(fabs(EA_B)))/(sqrt(fabs(Z_A))),0.1357242370544882,0.6566306499607258,2.1109236766031444e-11
3555,(IP_A**2 + sqrt(fabs(EA_B)))/(sqrt(fabs(Z_B))),0.148838289145603,0.6083883391701665,1.3369676315527063e-09
3556,(IP_A**2 + sqrt(fabs(EA_B)))/(sqrt(fabs(rp_A))),0.1113186037749168,0.7250360814696222,1.3396047642563695e-14
3557,(IP_A**2 + sqrt(fabs(EA_B)))/(sqrt(fabs(rp_B))),0.174874552859257,0.4701542549387614,8.322758157706162e-06
3558,(IP_A**2 + sqrt(fabs(EA_B)))/(sqrt(fabs(rs_A))),0.1309855321519144,0.6579305949784329,1.868069697421542e-11
3559,(IP_A**2 + sqrt(fabs(EA_B)))/(sqrt(fabs(rs_B))),0.1721719318627048,0.4764717667122411,6.041104822415374e-06
3560,(IP_A**2 + sqrt(fabs(IP_B)))/((EA_A**2)),0.1695874030209369,0.4673640966666483,9.568658713828792e-06
3561,(IP_A**2 + sqrt(fabs(IP_B)))/((EA_A**3)),0.1631338422496419,-0.49672167901231373,2.070055924530765e-06
3562,(IP_A**2 + sqrt(fabs(IP_B)))/((EA_B**2)),0.1254484750972656,0.6847682866707334,1.3016319122780267e-12
3563,(IP_A**2 + sqrt(fabs(IP_B)))/((EA_B**3)),0.1414121271724119,-0.6430745475511779,7.293732564213998e-11
3564,(IP_A**2 + sqrt(fabs(IP_B)))/((IP_A**2)),0.1758968083803614,-0.4199746511188973,8.569043486620453e-05
3565,(IP_A**2 + sqrt(fabs(IP_B)))/((IP_A**3)),0.1720392779866076,0.44257048667859505,3.137354159911928e-05
3566,(IP_A**2 + sqrt(fabs(IP_B)))/((IP_B**2)),0.1675030945269507,0.4870317963829619,3.4854595712257266e-06
3567,(IP_A**2 + sqrt(fabs(IP_B)))/((IP_B**3)),0.1817233307052079,-0.4011549436217087,0.00018771044618585565
3568,(IP_A**2 + sqrt(fabs(IP_B)))/((Z_A**2)),0.1755769481554982,0.454266913389063,1.8124261889762648e-05
3569,(IP_A**2 + sqrt(fabs(IP_B)))/((Z_A**3)),0.1900719355915817,0.3365296586815961,0.0019926784745990266
3570,(IP_A**2 + sqrt(fabs(IP_B)))/((Z_B**2)),0.1493424355964891,0.6167060334382011,6.874390076245035e-10
3571,(IP_A**2 + sqrt(fabs(IP_B)))/((Z_B**3)),0.1386037222973819,0.647620087530757,4.846118904215115e-11
3572,(IP_A**2 + sqrt(fabs(IP_B)))/((rp_A**2)),0.04636896703369705,0.9100904705465414,2.4168427217059297e-32
3573,(IP_A**2 + sqrt(fabs(IP_B)))/((rp_A**3)),0.1252325433401959,0.8699850685829058,2.761185232337535e-26
3574,(IP_A**2 + sqrt(fabs(IP_B)))/((rp_B**2)),0.2090002714883351,0.1794315112797658,0.10674503226947853
3575,(IP_A**2 + sqrt(fabs(IP_B)))/((rp_B**3)),0.2111528335729121,0.06866978204320773,0.5398701959583131
3576,(IP_A**2 + sqrt(fabs(IP_B)))/((rs_A**2)),0.04684379257980549,0.8846032805331708,3.1431536110689233e-28
3577,(IP_A**2 + sqrt(fabs(IP_B)))/((rs_A**3)),0.05169963729994256,0.9047617018700945,2.174846940902226e-31
3578,(IP_A**2 + sqrt(fabs(IP_B)))/((rs_B**2)),0.2055300604914751,0.23070570625590106,0.03704419920092756
3579,(IP_A**2 + sqrt(fabs(IP_B)))/((rs_B**3)),0.2103668165011506,0.110328465605872,0.323767388730355
3580,(IP_A**2 + sqrt(fabs(IP_B)))/(exp(EA_A)),0.2064572595936326,0.23397914206390824,0.03436969216291255
3581,(IP_A**2 + sqrt(fabs(IP_B)))/(exp(EA_B)),0.2050970909024669,-0.18225976942532016,0.10124378065455382
3582,(IP_A**2 + sqrt(fabs(IP_B)))/(exp(IP_A)),0.1720190718599974,0.5753664153486037,1.566046754398941e-08
3583,(IP_A**2 + sqrt(fabs(IP_B)))/(exp(IP_B)),0.2068457504214204,-0.12836515175943197,0.2504269301311397
3584,(IP_A**2 + sqrt(fabs(IP_B)))/(exp(Z_A)),0.1998929916870147,0.2299585424831804,0.03767843343028567
3585,(IP_A**2 + sqrt(fabs(IP_B)))/(exp(Z_B)),0.1188577512381383,0.6957734766404502,4.015046298853589e-13
3586,(IP_A**2 + sqrt(fabs(IP_B)))/(exp(rp_A)),0.05476691042263086,0.8747359828033998,6.85816606625899e-27
3587,(IP_A**2 + sqrt(fabs(IP_B)))/(exp(rp_B)),0.1795846255165588,0.454718350813863,1.7737266314544557e-05
3588,(IP_A**2 + sqrt(fabs(IP_B)))/(exp(rs_A)),0.0986287184245712,0.7616321258209531,9.77362218178642e-17
3589,(IP_A**2 + sqrt(fabs(IP_B)))/(exp(rs_B)),0.1746369920815501,0.46859546796479024,8.998687623106655e-06
3590,(IP_A**2 + sqrt(fabs(IP_B)))/(sqrt(fabs(EA_A))),0.1326952760522891,0.6269868064675983,2.9395210841237125e-10
3591,(IP_A**2 + sqrt(fabs(IP_B)))/(sqrt(fabs(EA_B))),0.1101920850228182,0.7262152504637881,1.1574825103200647e-14
3592,(IP_A**2 + sqrt(fabs(IP_B)))/(sqrt(fabs(IP_A))),0.1645699125785651,0.5034548783194347,1.427635485025662e-06
3593,(IP_A**2 + sqrt(fabs(IP_B)))/(sqrt(fabs(IP_B))),0.1567022767484073,0.5472598790472526,1.0368300204791542e-07
3594,(IP_A**2 + sqrt(fabs(IP_B)))/(sqrt(fabs(Z_A))),0.1357358769661248,0.656411510743295,2.154740401980876e-11
3595,(IP_A**2 + sqrt(fabs(IP_B)))/(sqrt(fabs(Z_B))),0.1493877109921424,0.6061701202056347,1.5913240430887425e-09
3596,(IP_A**2 + sqrt(fabs(IP_B)))/(sqrt(fabs(rp_A))),0.1096026888823039,0.7301660844543715,7.054501650414588e-15
3597,(IP_A**2 + sqrt(fabs(IP_B)))/(sqrt(fabs(rp_B))),0.1753340578748895,0.46816524734034004,9.194107972874135e-06
3598,(IP_A**2 + sqrt(fabs(IP_B)))/(sqrt(fabs(rs_A))),0.1296094896211487,0.6626780379091727,1.1893814828153277e-11
3599,(IP_A**2 + sqrt(fabs(IP_B)))/(sqrt(fabs(rs_B))),0.172388347012616,0.47578223846448786,6.258044130073643e-06
3600,(IP_A**2 - EA_B)/((EA_A**2)),0.1697102923373671,0.4669075589050495,9.78844426345515e-06
3601,(IP_A**2 - EA_B)/((EA_A**3)),0.1632035015569382,-0.4966039598647368,2.08340072077412e-06
3602,(IP_A**2 - EA_B)/((EA_B**2)),0.1241109290758818,0.6879870095065406,9.27723171650293e-13
3603,(IP_A**2 - EA_B)/((EA_B**3)),0.1403426332537205,-0.6458798631184565,5.6717995134556893e-11
3604,(IP_A**2 - EA_B)/((IP_A**2)),0.1700320527637109,-0.45149425780115693,2.0679595690832903e-05
3605,(IP_A**2 - EA_B)/((IP_A**3)),0.1709004606439612,0.4485855870867382,2.3719292870344117e-05
3606,(IP_A**2 - EA_B)/((IP_B**2)),0.1682324265406017,0.4834453620354125,4.209910465533847e-06
3607,(IP_A**2 - EA_B)/((IP_B**3)),0.181790126198083,-0.40057923227652903,0.00019212843411407798
3608,(IP_A**2 - EA_B)/((Z_A**2)),0.1763177260325277,0.4489388938558838,2.332899974973701e-05
3609,(IP_A**2 - EA_B)/((Z_A**3)),0.190594627692683,0.33183877083947844,0.002322218002195684
3610,(IP_A**2 - EA_B)/((Z_B**2)),0.1501642019130242,0.6147656767714327,8.042293303725907e-10
3611,(IP_A**2 - EA_B)/((Z_B**3)),0.1387664031833423,0.6472677326130806,5.0033867627172964e-11
3612,(IP_A**2 - EA_B)/((rp_A**2)),0.04658600537295533,0.9081634593242089,5.432493837799866e-32
3613,(IP_A**2 - EA_B)/((rp_A**3)),0.1242629939334402,0.8692004322616224,3.457064346095559e-26
3614,(IP_A**2 - EA_B)/((rp_B**2)),0.2092426922758389,0.17386466633422176,0.118249167573807
3615,(IP_A**2 - EA_B)/((rp_B**3)),0.2111734957149551,0.0650137776222528,0.5617115168052346
3616,(IP_A**2 - EA_B)/((rs_A**2)),0.04851533507261765,0.8805107528877476,1.1667211553956825e-27
3617,(IP_A**2 - EA_B)/((rs_A**3)),0.0518086220568186,0.9028947568803596,4.555187505236799e-31
3618,(IP_A**2 - EA_B)/((rs_B**2)),0.2059714090157511,0.22374607651503514,0.04331100121327834
3619,(IP_A**2 - EA_B)/((rs_B**3)),0.2104666171902649,0.1056065047956764,0.34503150383251685
3620,(IP_A**2 - EA_B)/(exp(EA_A)),0.2069714148976007,0.22542201569887932,0.04172680599252066
3621,(IP_A**2 - EA_B)/(exp(EA_B)),0.2050465590948704,-0.18301927227680861,0.09980487079410762
3622,(IP_A**2 - EA_B)/(exp(IP_A)),0.1729827072305713,0.5724081903269442,1.9268363472169183e-08
3623,(IP_A**2 - EA_B)/(exp(IP_B)),0.2068570812752529,-0.12816083776567716,0.25118806790966264
3624,(IP_A**2 - EA_B)/(exp(Z_A)),0.2002026380144277,0.22652883867795715,0.040707192067948164
3625,(IP_A**2 - EA_B)/(exp(Z_B)),0.1175106397971946,0.6979335542055671,3.1676604138148147e-13
3626,(IP_A**2 - EA_B)/(exp(rp_A)),0.05682683992954439,0.8698641285787309,2.8587896324876614e-26
3627,(IP_A**2 - EA_B)/(exp(rp_B)),0.1813269394535821,0.4442517238326813,2.9029836949514027e-05
3628,(IP_A**2 - EA_B)/(exp(rs_A)),0.101368618922575,0.7537094346698405,3.048671544277733e-16
3629,(IP_A**2 - EA_B)/(exp(rs_B)),0.1766516082493728,0.4569374790345844,1.5944671261829818e-05
3630,(IP_A**2 - EA_B)/(sqrt(fabs(EA_A))),0.1340415642211145,0.6220355205512917,4.4427007536005986e-10
3631,(IP_A**2 - EA_B)/(sqrt(fabs(EA_B))),0.1119279808485499,0.7212880291018009,2.1209920096079447e-14
3632,(IP_A**2 - EA_B)/(sqrt(fabs(IP_A))),0.167792837990481,0.4870238780374768,3.4869212951018234e-06
3633,(IP_A**2 - EA_B)/(sqrt(fabs(IP_B))),0.1591710213263701,0.5360307001513828,2.1043976912059508e-07
3634,(IP_A**2 - EA_B)/(sqrt(fabs(Z_A))),0.137972039653793,0.647880918485095,4.732767339399157e-11
3635,(IP_A**2 - EA_B)/(sqrt(fabs(Z_B))),0.1515673536261808,0.5986435856355099,2.8452426265298627e-09
3636,(IP_A**2 - EA_B)/(sqrt(fabs(rp_A))),0.1128101791777077,0.7204841361712162,2.3384079240634422e-14
3637,(IP_A**2 - EA_B)/(sqrt(fabs(rp_B))),0.1772893479775769,0.45681087970757,1.6042201035024226e-05
3638,(IP_A**2 - EA_B)/(sqrt(fabs(rs_A))),0.1326313129497241,0.6520231321299056,3.2399631842915655e-11
3639,(IP_A**2 - EA_B)/(sqrt(fabs(rs_B))),0.1745210157971016,0.4637328656052046,1.1452695126703621e-05
3640,(IP_A**2 - EA_B**2)/((EA_A**2)),0.1667054577419911,0.4811746445787465,4.739383314620846e-06
3641,(IP_A**2 - EA_B**2)/((EA_A**3)),0.1629989921515803,-0.4980607767063726,1.923814828375428e-06
3642,(IP_A**2 - EA_B**2)/((EA_B**2)),0.123723011081377,0.6888555296477834,8.460761324496944e-13
3643,(IP_A**2 - EA_B**2)/((EA_B**3)),0.1398322188763196,-0.6472088952940165,5.030120347494744e-11
